compound,salinity,group,replicate,headspace_mL,date,umoles,day
26-diMN,fresh,treatment,3,77,2015-03-19,3.4,212
26-diMN,saline,sterile_control,1,97,2015-03-19,NA,212
26-diMN,saline,sterile_control,2,97,2015-03-19,NA,212
26-diMN,saline,sterile_control,3,97,2015-03-19,NA,212
26-diMN,saline,treatment,1,77,2015-03-19,28,212
26-diMN,saline,treatment,2,77,2015-03-19,20,212
26-diMN,saline,treatment,3,77,2015-03-19,28.7,212
DBT,brackish,sterile_control,1,97,2015-03-19,NA,212
DBT,brackish,sterile_control,2,97,2015-03-19,NA,212
DBT,brackish,sterile_control,3,97,2015-03-19,NA,212
DBT,brackish,treatment,1,77,2015-03-19,79,212
DBT,brackish,treatment,2,77,2015-03-19,91.9,212
DBT,brackish,treatment,3,77,2015-03-19,73.2,212
DBT,fresh,sterile_control,1,97,2015-03-19,NA,212
DBT,fresh,sterile_control,2,97,2015-03-19,NA,212
DBT,fresh,sterile_control,3,97,2015-03-19,NA,212
DBT,fresh,treatment,1,77,2015-03-19,NA,212
DBT,fresh,treatment,2,77,2015-03-19,16.1,212
DBT,fresh,treatment,3,77,2015-03-19,44.6,212
DBT,saline,sterile_control,1,97,2015-03-19,NA,212
DBT,saline,sterile_control,2,97,2015-03-19,NA,212
DBT,saline,sterile_control,3,97,2015-03-19,NA,212
DBT,saline,treatment,1,77,2015-03-19,-4.5,212
DBT,saline,treatment,2,77,2015-03-19,-3.5,212
DBT,saline,treatment,3,77,2015-03-19,-2.6,212
medium_only,brackish,medium_only_control,1,100,2015-03-19,NA,212
medium_only,brackish,medium_only_control,2,100,2015-03-19,NA,212
medium_only,brackish,medium_only_control,3,100,2015-03-19,NA,212
medium_only,fresh,medium_only_control,1,100,2015-03-19,NA,212
medium_only,fresh,medium_only_control,2,100,2015-03-19,NA,212
medium_only,fresh,medium_only_control,3,100,2015-03-19,NA,212
medium_only,saline,medium_only_control,1,100,2015-03-19,NA,212
medium_only,saline,medium_only_control,2,100,2015-03-19,NA,212
medium_only,saline,medium_only_control,3,100,2015-03-19,NA,212
none,brackish,unamended_control,1,77,2015-03-19,10.5,212
none,brackish,unamended_control,2,77,2015-03-19,28.5,212
none,brackish,unamended_control,3,77,2015-03-19,7.1,212
none,fresh,unamended_control,1,77,2015-03-19,56.1,212
none,fresh,unamended_control,2,77,2015-03-19,NA,212
none,fresh,unamended_control,3,77,2015-03-19,62.6,212
none,saline,unamended_control,1,77,2015-03-19,-7.2,212
none,saline,unamended_control,2,77,2015-03-19,10.9,212
none,saline,unamended_control,3,77,2015-03-19,1.3,212
PHEN,brackish,sterile_control,1,97,2015-03-19,NA,212
PHEN,brackish,sterile_control,2,97,2015-03-19,NA,212
PHEN,brackish,sterile_control,3,97,2015-03-19,NA,212
PHEN,brackish,treatment,1,77,2015-03-19,73.1,212
PHEN,brackish,treatment,2,77,2015-03-19,92.2,212
PHEN,brackish,treatment,3,77,2015-03-19,92.9,212
PHEN,fresh,sterile_control,1,97,2015-03-19,NA,212
PHEN,fresh,sterile_control,2,97,2015-03-19,NA,212
PHEN,fresh,sterile_control,3,97,2015-03-19,NA,212
PHEN,fresh,treatment,1,77,2015-03-19,10.2,212
PHEN,fresh,treatment,2,77,2015-03-19,80,212
PHEN,fresh,treatment,3,77,2015-03-19,7.3,212
PHEN,saline,sterile_control,1,97,2015-03-19,NA,212
PHEN,saline,sterile_control,2,97,2015-03-19,NA,212
PHEN,saline,sterile_control,3,97,2015-03-19,NA,212
PHEN,saline,treatment,1,77,2015-03-19,20.8,212
PHEN,saline,treatment,2,77,2015-03-19,-2.7,212
PHEN,saline,treatment,3,77,2015-03-19,12.9,212
26-diMN,brackish,sterile_control,1,97,2015-04-23,NA,247
26-diMN,brackish,sterile_control,2,97,2015-04-23,NA,247
26-diMN,brackish,sterile_control,3,97,2015-04-23,NA,247
26-diMN,brackish,treatment,1,77,2015-04-23,92.3,247
26-diMN,brackish,treatment,2,77,2015-04-23,103.2,247
26-diMN,brackish,treatment,3,77,2015-04-23,3.5,247
26-diMN,fresh,sterile_control,1,97,2015-04-23,NA,247
26-diMN,fresh,sterile_control,2,97,2015-04-23,NA,247
26-diMN,fresh,sterile_control,3,97,2015-04-23,NA,247
26-diMN,fresh,treatment,1,77,2015-04-23,38.7,247
26-diMN,fresh,treatment,2,77,2015-04-23,35,247
26-diMN,fresh,treatment,3,77,2015-04-23,7.3,247
26-diMN,saline,sterile_control,1,97,2015-04-23,NA,247
26-diMN,saline,sterile_control,2,97,2015-04-23,NA,247
26-diMN,saline,sterile_control,3,97,2015-04-23,NA,247
26-diMN,saline,treatment,1,77,2015-04-23,34.7,247
26-diMN,saline,treatment,2,77,2015-04-23,31.9,247
26-diMN,saline,treatment,3,77,2015-04-23,36.2,247
DBT,brackish,sterile_control,1,97,2015-04-23,NA,247
DBT,brackish,sterile_control,2,97,2015-04-23,NA,247
DBT,brackish,sterile_control,3,97,2015-04-23,NA,247
DBT,brackish,treatment,1,77,2015-04-23,91.8,247
DBT,brackish,treatment,2,77,2015-04-23,98.3,247
DBT,brackish,treatment,3,77,2015-04-23,86.4,247
DBT,fresh,sterile_control,1,97,2015-04-23,NA,247
DBT,fresh,sterile_control,2,97,2015-04-23,NA,247
DBT,fresh,sterile_control,3,97,2015-04-23,NA,247
DBT,fresh,treatment,1,77,2015-04-23,NA,247
DBT,fresh,treatment,2,77,2015-04-23,17.3,247
DBT,fresh,treatment,3,77,2015-04-23,48.7,247
DBT,saline,sterile_control,1,97,2015-04-23,NA,247
DBT,saline,sterile_control,2,97,2015-04-23,NA,247
DBT,saline,sterile_control,3,97,2015-04-23,NA,247
DBT,saline,treatment,1,77,2015-04-23,-2,247
DBT,saline,treatment,2,77,2015-04-23,0,247
DBT,saline,treatment,3,77,2015-04-23,1.1,247
medium_only,brackish,medium_only_control,1,100,2015-04-23,NA,247
medium_only,brackish,medium_only_control,2,100,2015-04-23,NA,247
medium_only,brackish,medium_only_control,3,100,2015-04-23,NA,247
medium_only,fresh,medium_only_control,1,100,2015-04-23,NA,247
medium_only,fresh,medium_only_control,2,100,2015-04-23,NA,247
medium_only,fresh,medium_only_control,3,100,2015-04-23,NA,247
medium_only,saline,medium_only_control,1,100,2015-04-23,NA,247
medium_only,saline,medium_only_control,2,100,2015-04-23,NA,247
medium_only,saline,medium_only_control,3,100,2015-04-23,NA,247
none,brackish,unamended_control,1,77,2015-04-23,13.5,247
none,brackish,unamended_control,2,77,2015-04-23,33.4,247
none,brackish,unamended_control,3,77,2015-04-23,NA,247
none,fresh,unamended_control,1,77,2015-04-23,NA,247
none,fresh,unamended_control,2,77,2015-04-23,NA,247
none,fresh,unamended_control,3,77,2015-04-23,81.4,247
none,saline,unamended_control,1,77,2015-04-23,-3.2,247
none,saline,unamended_control,2,77,2015-04-23,16.7,247
none,saline,unamended_control,3,77,2015-04-23,8.2,247
PHEN,brackish,sterile_control,1,97,2015-04-23,NA,247
PHEN,brackish,sterile_control,2,97,2015-04-23,NA,247
PHEN,brackish,sterile_control,3,97,2015-04-23,NA,247
PHEN,brackish,treatment,1,77,2015-04-23,NA,247
PHEN,brackish,treatment,2,77,2015-04-23,NA,247
PHEN,brackish,treatment,3,77,2015-04-23,NA,247
PHEN,fresh,sterile_control,1,97,2015-04-23,NA,247
PHEN,fresh,sterile_control,2,97,2015-04-23,NA,247
PHEN,fresh,sterile_control,3,97,2015-04-23,NA,247
PHEN,fresh,treatment,1,77,2015-04-23,12.9,247
PHEN,fresh,treatment,2,77,2015-04-23,89.6,247
PHEN,fresh,treatment,3,77,2015-04-23,8.9,247
PHEN,saline,sterile_control,1,97,2015-04-23,NA,247
PHEN,saline,sterile_control,2,97,2015-04-23,NA,247
PHEN,saline,sterile_control,3,97,2015-04-23,NA,247
PHEN,saline,treatment,1,77,2015-04-23,29.1,247
PHEN,saline,treatment,2,77,2015-04-23,-1.3,247
PHEN,saline,treatment,3,77,2015-04-23,14.1,247
26-diMN,brackish,sterile_control,1,97,2015-05-22,NA,276
26-diMN,brackish,sterile_control,2,97,2015-05-22,NA,276
26-diMN,brackish,sterile_control,3,97,2015-05-22,NA,276
26-diMN,brackish,treatment,1,77,2015-05-22,104.3,276
26-diMN,brackish,treatment,2,77,2015-05-22,108.4,276
26-diMN,brackish,treatment,3,77,2015-05-22,19.6,276
26-diMN,fresh,sterile_control,1,97,2015-05-22,NA,276
26-diMN,fresh,sterile_control,2,97,2015-05-22,NA,276
26-diMN,fresh,sterile_control,3,97,2015-05-22,NA,276
26-diMN,fresh,treatment,1,77,2015-05-22,43.4,276
26-diMN,fresh,treatment,2,77,2015-05-22,41.3,276
26-diMN,fresh,treatment,3,77,2015-05-22,12.4,276
26-diMN,saline,sterile_control,1,97,2015-05-22,NA,276
26-diMN,saline,sterile_control,2,97,2015-05-22,NA,276
26-diMN,saline,sterile_control,3,97,2015-05-22,NA,276
26-diMN,saline,treatment,1,77,2015-05-22,40.3,276
26-diMN,saline,treatment,2,77,2015-05-22,37,276
26-diMN,saline,treatment,3,77,2015-05-22,43.1,276
DBT,brackish,sterile_control,1,97,2015-05-22,NA,276
DBT,brackish,sterile_control,2,97,2015-05-22,NA,276
DBT,brackish,sterile_control,3,97,2015-05-22,NA,276
DBT,brackish,treatment,1,77,2015-05-22,90.2,276
DBT,brackish,treatment,2,77,2015-05-22,97.5,276
DBT,brackish,treatment,3,77,2015-05-22,90.8,276
DBT,fresh,sterile_control,1,97,2015-05-22,NA,276
DBT,fresh,sterile_control,2,97,2015-05-22,NA,276
DBT,fresh,sterile_control,3,97,2015-05-22,NA,276
DBT,fresh,treatment,1,77,2015-05-22,NA,276
DBT,fresh,treatment,2,77,2015-05-22,22.1,276
DBT,fresh,treatment,3,77,2015-05-22,55.9,276
DBT,saline,sterile_control,1,97,2015-05-22,NA,276
DBT,saline,sterile_control,2,97,2015-05-22,NA,276
DBT,saline,sterile_control,3,97,2015-05-22,NA,276
DBT,saline,treatment,1,77,2015-05-22,4.9,276
DBT,saline,treatment,2,77,2015-05-22,6.1,276
DBT,saline,treatment,3,77,2015-05-22,6.4,276
medium_only,brackish,medium_only_control,1,100,2015-05-22,NA,276
medium_only,brackish,medium_only_control,2,100,2015-05-22,NA,276
medium_only,brackish,medium_only_control,3,100,2015-05-22,NA,276
medium_only,fresh,medium_only_control,1,100,2015-05-22,NA,276
medium_only,fresh,medium_only_control,2,100,2015-05-22,NA,276
medium_only,fresh,medium_only_control,3,100,2015-05-22,NA,276
medium_only,saline,medium_only_control,1,100,2015-05-22,NA,276
medium_only,saline,medium_only_control,2,100,2015-05-22,NA,276
medium_only,saline,medium_only_control,3,100,2015-05-22,NA,276
none,brackish,unamended_control,1,77,2015-05-22,19.4,276
none,brackish,unamended_control,2,77,2015-05-22,40.9,276
none,brackish,unamended_control,3,77,2015-05-22,15.6,276
none,fresh,unamended_control,1,77,2015-05-22,61.2,276
none,fresh,unamended_control,2,77,2015-05-22,NA,276
none,fresh,unamended_control,3,77,2015-05-22,92,276
none,saline,unamended_control,1,77,2015-05-22,3.1,276
none,saline,unamended_control,2,77,2015-05-22,23.6,276
none,saline,unamended_control,3,77,2015-05-22,17.2,276
PHEN,brackish,sterile_control,1,97,2015-05-22,NA,276
PHEN,brackish,sterile_control,2,97,2015-05-22,NA,276
PHEN,brackish,sterile_control,3,97,2015-05-22,NA,276
PHEN,brackish,treatment,1,77,2015-05-22,93.6,276
PHEN,brackish,treatment,2,77,2015-05-22,105.9,276
PHEN,brackish,treatment,3,77,2015-05-22,119.3,276
PHEN,fresh,sterile_control,1,97,2015-05-22,NA,276
PHEN,fresh,sterile_control,2,97,2015-05-22,NA,276
PHEN,fresh,sterile_control,3,97,2015-05-22,NA,276
PHEN,fresh,treatment,1,77,2015-05-22,18,276
PHEN,fresh,treatment,2,77,2015-05-22,96.6,276
PHEN,fresh,treatment,3,77,2015-05-22,16.8,276
PHEN,saline,sterile_control,1,97,2015-05-22,NA,276
PHEN,saline,sterile_control,2,97,2015-05-22,NA,276
PHEN,saline,sterile_control,3,97,2015-05-22,NA,276
PHEN,saline,treatment,1,77,2015-05-22,33.5,276
PHEN,saline,treatment,2,77,2015-05-22,7.6,276
PHEN,saline,treatment,3,77,2015-05-22,27.6,276
26-diMN,brackish,sterile_control,1,97,2015-07-02,NA,317
26-diMN,brackish,sterile_control,2,97,2015-07-02,NA,317
26-diMN,brackish,sterile_control,3,97,2015-07-02,NA,317
26-diMN,brackish,treatment,1,77,2015-07-02,115.2,317
26-diMN,brackish,treatment,2,77,2015-07-02,124,317
26-diMN,brackish,treatment,3,77,2015-07-02,25.8,317
26-diMN,fresh,sterile_control,1,97,2015-07-02,NA,317
26-diMN,fresh,sterile_control,2,97,2015-07-02,NA,317
26-diMN,fresh,sterile_control,3,97,2015-07-02,NA,317
26-diMN,fresh,treatment,1,77,2015-07-02,51.4,317
26-diMN,fresh,treatment,2,77,2015-07-02,46,317
26-diMN,fresh,treatment,3,77,2015-07-02,15.5,317
26-diMN,saline,sterile_control,1,97,2015-07-02,NA,317
26-diMN,saline,sterile_control,2,97,2015-07-02,NA,317
26-diMN,saline,sterile_control,3,97,2015-07-02,NA,317
26-diMN,saline,treatment,1,77,2015-07-02,50.3,317
26-diMN,saline,treatment,2,77,2015-07-02,53.3,317
26-diMN,saline,treatment,3,77,2015-07-02,52.3,317
DBT,brackish,sterile_control,1,97,2015-07-02,NA,317
DBT,brackish,sterile_control,2,97,2015-07-02,NA,317
DBT,brackish,sterile_control,3,97,2015-07-02,NA,317
DBT,brackish,treatment,1,77,2015-07-02,106.6,317
DBT,brackish,treatment,2,77,2015-07-02,109.5,317
DBT,brackish,treatment,3,77,2015-07-02,103.6,317
DBT,fresh,sterile_control,1,97,2015-07-02,NA,317
DBT,fresh,sterile_control,2,97,2015-07-02,NA,317
DBT,fresh,sterile_control,3,97,2015-07-02,NA,317
DBT,fresh,treatment,1,77,2015-07-02,NA,317
DBT,fresh,treatment,2,77,2015-07-02,24.3,317
DBT,fresh,treatment,3,77,2015-07-02,68.1,317
DBT,saline,sterile_control,1,97,2015-07-02,NA,317
DBT,saline,sterile_control,2,97,2015-07-02,NA,317
DBT,saline,sterile_control,3,97,2015-07-02,NA,317
DBT,saline,treatment,1,77,2015-07-02,8.7,317
DBT,saline,treatment,2,77,2015-07-02,10.3,317
DBT,saline,treatment,3,77,2015-07-02,10.9,317
medium_only,brackish,medium_only_control,1,100,2015-07-02,NA,317
medium_only,brackish,medium_only_control,2,100,2015-07-02,NA,317
medium_only,brackish,medium_only_control,3,100,2015-07-02,NA,317
medium_only,fresh,medium_only_control,1,100,2015-07-02,NA,317
medium_only,fresh,medium_only_control,2,100,2015-07-02,NA,317
medium_only,fresh,medium_only_control,3,100,2015-07-02,NA,317
medium_only,saline,medium_only_control,1,100,2015-07-02,NA,317
medium_only,saline,medium_only_control,2,100,2015-07-02,NA,317
medium_only,saline,medium_only_control,3,100,2015-07-02,NA,317
none,brackish,unamended_control,1,77,2015-07-02,23.9,317
none,brackish,unamended_control,2,77,2015-07-02,46.2,317
none,brackish,unamended_control,3,77,2015-07-02,14.1,317
none,fresh,unamended_control,1,77,2015-07-02,68.7,317
none,fresh,unamended_control,2,77,2015-07-02,NA,317
none,fresh,unamended_control,3,77,2015-07-02,104.4,317
none,saline,unamended_control,1,77,2015-07-02,7.4,317
none,saline,unamended_control,2,77,2015-07-02,34.8,317
none,saline,unamended_control,3,77,2015-07-02,24.3,317
PHEN,brackish,sterile_control,1,97,2015-07-02,NA,317
PHEN,brackish,sterile_control,2,97,2015-07-02,NA,317
PHEN,brackish,sterile_control,3,97,2015-07-02,NA,317
PHEN,brackish,treatment,1,77,2015-07-02,108.4,317
PHEN,brackish,treatment,2,77,2015-07-02,128,317
PHEN,brackish,treatment,3,77,2015-07-02,118.5,317
PHEN,fresh,sterile_control,1,97,2015-07-02,NA,317
PHEN,fresh,sterile_control,2,97,2015-07-02,NA,317
PHEN,fresh,sterile_control,3,97,2015-07-02,NA,317
PHEN,fresh,treatment,1,77,2015-07-02,19.7,317
PHEN,fresh,treatment,2,77,2015-07-02,103.3,317
PHEN,fresh,treatment,3,77,2015-07-02,20.2,317
PHEN,saline,sterile_control,1,97,2015-07-02,NA,317
PHEN,saline,sterile_control,2,97,2015-07-02,NA,317
PHEN,saline,sterile_control,3,97,2015-07-02,NA,317
PHEN,saline,treatment,1,77,2015-07-02,41.5,317
PHEN,saline,treatment,2,77,2015-07-02,11.6,317
PHEN,saline,treatment,3,77,2015-07-02,37.3,317
26-diMN,brackish,sterile_control,1,97,2015-08-17,NA,363
26-diMN,brackish,sterile_control,2,97,2015-08-17,NA,363
26-diMN,brackish,sterile_control,3,97,2015-08-17,NA,363
26-diMN,brackish,treatment,1,77,2015-08-17,44,363
26-diMN,brackish,treatment,2,77,2015-08-17,132.9,363
26-diMN,brackish,treatment,3,77,2015-08-17,131.9,363
26-diMN,fresh,sterile_control,1,97,2015-08-17,NA,363
26-diMN,fresh,sterile_control,2,97,2015-08-17,NA,363
26-diMN,fresh,sterile_control,3,97,2015-08-17,NA,363
26-diMN,fresh,treatment,1,77,2015-08-17,50.1,363
26-diMN,fresh,treatment,2,77,2015-08-17,51.6,363
26-diMN,fresh,treatment,3,77,2015-08-17,13.3,363
26-diMN,saline,sterile_control,1,97,2015-08-17,NA,363
26-diMN,saline,sterile_control,2,97,2015-08-17,NA,363
26-diMN,saline,sterile_control,3,97,2015-08-17,NA,363
26-diMN,saline,treatment,1,77,2015-08-17,56.9,363
26-diMN,saline,treatment,2,77,2015-08-17,52.4,363
26-diMN,saline,treatment,3,77,2015-08-17,51.7,363
DBT,brackish,sterile_control,1,97,2015-08-17,NA,363
DBT,brackish,sterile_control,2,97,2015-08-17,NA,363
DBT,brackish,sterile_control,3,97,2015-08-17,NA,363
DBT,brackish,treatment,1,77,2015-08-17,108.9,363
DBT,brackish,treatment,2,77,2015-08-17,112.4,363
DBT,brackish,treatment,3,77,2015-08-17,103.4,363
DBT,fresh,sterile_control,1,97,2015-08-17,NA,363
DBT,fresh,sterile_control,2,97,2015-08-17,NA,363
DBT,fresh,sterile_control,3,97,2015-08-17,NA,363
DBT,fresh,treatment,1,77,2015-08-17,NA,363
DBT,fresh,treatment,2,77,2015-08-17,23.2,363
DBT,fresh,treatment,3,77,2015-08-17,61.8,363
DBT,saline,sterile_control,1,97,2015-08-17,NA,363
DBT,saline,sterile_control,2,97,2015-08-17,NA,363
DBT,saline,sterile_control,3,97,2015-08-17,NA,363
DBT,saline,treatment,1,77,2015-08-17,6.5,363
DBT,saline,treatment,2,77,2015-08-17,10.1,363
DBT,saline,treatment,3,77,2015-08-17,9.2,363
medium_only,brackish,medium_only_control,1,100,2015-08-17,NA,363
medium_only,brackish,medium_only_control,2,100,2015-08-17,NA,363
medium_only,brackish,medium_only_control,3,100,2015-08-17,NA,363
medium_only,fresh,medium_only_control,1,100,2015-08-17,NA,363
medium_only,fresh,medium_only_control,2,100,2015-08-17,NA,363
medium_only,fresh,medium_only_control,3,100,2015-08-17,NA,363
medium_only,saline,medium_only_control,1,100,2015-08-17,NA,363
medium_only,saline,medium_only_control,2,100,2015-08-17,NA,363
medium_only,saline,medium_only_control,3,100,2015-08-17,NA,363
none,brackish,unamended_control,1,77,2015-08-17,24.5,363
none,brackish,unamended_control,2,77,2015-08-17,24.8,363
none,brackish,unamended_control,3,77,2015-08-17,24.4,363
none,fresh,unamended_control,1,77,2015-08-17,63.8,363
none,fresh,unamended_control,2,77,2015-08-17,NA,363
none,fresh,unamended_control,3,77,2015-08-17,18.7,363
none,saline,unamended_control,1,77,2015-08-17,5.7,363
none,saline,unamended_control,2,77,2015-08-17,35,363
none,saline,unamended_control,3,77,2015-08-17,22.9,363
PHEN,brackish,sterile_control,1,97,2015-08-17,NA,363
PHEN,brackish,sterile_control,2,97,2015-08-17,NA,363
PHEN,brackish,sterile_control,3,97,2015-08-17,NA,363
PHEN,brackish,treatment,1,77,2015-08-17,112.6,363
PHEN,brackish,treatment,2,77,2015-08-17,128.9,363
PHEN,brackish,treatment,3,77,2015-08-17,140,363
PHEN,fresh,sterile_control,1,97,2015-08-17,NA,363
PHEN,fresh,sterile_control,2,97,2015-08-17,NA,363
PHEN,fresh,sterile_control,3,97,2015-08-17,NA,363
PHEN,fresh,treatment,1,77,2015-08-17,108.7,363
PHEN,fresh,treatment,2,77,2015-08-17,17.8,363
PHEN,fresh,treatment,3,77,2015-08-17,118.1,363
PHEN,saline,sterile_control,1,97,2015-08-17,NA,363
PHEN,saline,sterile_control,2,97,2015-08-17,NA,363
PHEN,saline,sterile_control,3,97,2015-08-17,NA,363
PHEN,saline,treatment,1,77,2015-08-17,39.7,363
PHEN,saline,treatment,2,77,2015-08-17,9.9,363
PHEN,saline,treatment,3,77,2015-08-17,40,363
26-diMN,brackish,sterile_control,1,97,2015-09-15,NA,392
26-diMN,brackish,sterile_control,2,97,2015-09-15,NA,392
26-diMN,brackish,sterile_control,3,97,2015-09-15,NA,392
26-diMN,brackish,treatment,1,77,2015-09-15,146.9,392
26-diMN,brackish,treatment,2,77,2015-09-15,141.5,392
26-diMN,brackish,treatment,3,77,2015-09-15,25.8,392
26-diMN,fresh,sterile_control,1,97,2015-09-15,NA,392
26-diMN,fresh,sterile_control,2,97,2015-09-15,NA,392
26-diMN,fresh,sterile_control,3,97,2015-09-15,NA,392
26-diMN,fresh,treatment,1,77,2015-09-15,54.3,392
26-diMN,fresh,treatment,2,77,2015-09-15,54.9,392
26-diMN,fresh,treatment,3,77,2015-09-15,13.2,392
26-diMN,saline,sterile_control,1,97,2015-09-15,NA,392
26-diMN,saline,sterile_control,2,97,2015-09-15,NA,392
26-diMN,saline,sterile_control,3,97,2015-09-15,NA,392
26-diMN,saline,treatment,1,77,2015-09-15,42.6,392
26-diMN,saline,treatment,2,77,2015-09-15,59.8,392
26-diMN,saline,treatment,3,77,2015-09-15,60.5,392
DBT,brackish,sterile_control,1,97,2015-09-15,NA,392
DBT,brackish,sterile_control,2,97,2015-09-15,NA,392
DBT,brackish,sterile_control,3,97,2015-09-15,NA,392
DBT,brackish,treatment,1,77,2015-09-15,117.2,392
DBT,brackish,treatment,2,77,2015-09-15,123.9,392
DBT,brackish,treatment,3,77,2015-09-15,116.2,392
DBT,fresh,sterile_control,1,97,2015-09-15,NA,392
DBT,fresh,sterile_control,2,97,2015-09-15,NA,392
DBT,fresh,sterile_control,3,97,2015-09-15,NA,392
DBT,fresh,treatment,1,77,2015-09-15,NA,392
DBT,fresh,treatment,2,77,2015-09-15,22.7,392
DBT,fresh,treatment,3,77,2015-09-15,72,392
DBT,saline,sterile_control,1,97,2015-09-15,NA,392
DBT,saline,sterile_control,2,97,2015-09-15,NA,392
DBT,saline,sterile_control,3,97,2015-09-15,NA,392
DBT,saline,treatment,1,77,2015-09-15,6,392
DBT,saline,treatment,2,77,2015-09-15,10.5,392
DBT,saline,treatment,3,77,2015-09-15,9.4,392
medium_only,brackish,medium_only_control,1,100,2015-09-15,NA,392
medium_only,brackish,medium_only_control,2,100,2015-09-15,NA,392
medium_only,brackish,medium_only_control,3,100,2015-09-15,NA,392
medium_only,fresh,medium_only_control,1,100,2015-09-15,NA,392
medium_only,fresh,medium_only_control,2,100,2015-09-15,NA,392
medium_only,fresh,medium_only_control,3,100,2015-09-15,NA,392
medium_only,saline,medium_only_control,1,100,2015-09-15,NA,392
medium_only,saline,medium_only_control,2,100,2015-09-15,NA,392
medium_only,saline,medium_only_control,3,100,2015-09-15,NA,392
none,brackish,unamended_control,1,77,2015-09-15,22.8,392
none,brackish,unamended_control,2,77,2015-09-15,47.6,392
none,brackish,unamended_control,3,77,2015-09-15,27.2,392
none,fresh,unamended_control,1,77,2015-09-15,65.5,392
none,fresh,unamended_control,2,77,2015-09-15,NA,392
none,fresh,unamended_control,3,77,2015-09-15,130.2,392
none,saline,unamended_control,1,77,2015-09-15,5,392
none,saline,unamended_control,2,77,2015-09-15,35.1,392
none,saline,unamended_control,3,77,2015-09-15,24,392
PHEN,brackish,sterile_control,1,97,2015-09-15,NA,392
PHEN,brackish,sterile_control,2,97,2015-09-15,NA,392
PHEN,brackish,sterile_control,3,97,2015-09-15,NA,392
PHEN,brackish,treatment,1,77,2015-09-15,125.3,392
PHEN,brackish,treatment,2,77,2015-09-15,140.7,392
PHEN,brackish,treatment,3,77,2015-09-15,148.6,392
PHEN,fresh,sterile_control,1,97,2015-09-15,NA,392
PHEN,fresh,sterile_control,2,97,2015-09-15,NA,392
PHEN,fresh,sterile_control,3,97,2015-09-15,NA,392
PHEN,fresh,treatment,1,77,2015-09-15,19.2,392
PHEN,fresh,treatment,2,77,2015-09-15,117.6,392
PHEN,fresh,treatment,3,77,2015-09-15,18.3,392
PHEN,saline,sterile_control,1,97,2015-09-15,NA,392
PHEN,saline,sterile_control,2,97,2015-09-15,NA,392
PHEN,saline,sterile_control,3,97,2015-09-15,NA,392
PHEN,saline,treatment,1,77,2015-09-15,43.2,392
PHEN,saline,treatment,2,77,2015-09-15,10,392
PHEN,saline,treatment,3,77,2015-09-15,44.4,392
26-diMN,brackish,sterile_control,1,97,2015-10-23,NA,430
26-diMN,brackish,sterile_control,2,97,2015-10-23,NA,430
26-diMN,brackish,sterile_control,3,97,2015-10-23,NA,430
26-diMN,brackish,treatment,1,77,2015-10-23,155.4,430
26-diMN,brackish,treatment,2,77,2015-10-23,159.2,430
26-diMN,brackish,treatment,3,77,2015-10-23,26.4,430
26-diMN,fresh,sterile_control,1,97,2015-10-23,NA,430
26-diMN,fresh,sterile_control,2,97,2015-10-23,NA,430
26-diMN,fresh,sterile_control,3,97,2015-10-23,NA,430
26-diMN,fresh,treatment,1,77,2015-10-23,59.8,430
26-diMN,fresh,treatment,2,77,2015-10-23,61.4,430
26-diMN,fresh,treatment,3,77,2015-10-23,13.2,430
26-diMN,saline,sterile_control,1,97,2015-10-23,NA,430
26-diMN,saline,sterile_control,2,97,2015-10-23,NA,430
26-diMN,saline,sterile_control,3,97,2015-10-23,NA,430
26-diMN,saline,treatment,1,77,2015-10-23,9.1,430
26-diMN,saline,treatment,2,77,2015-10-23,7.4,430
26-diMN,saline,treatment,3,77,2015-10-23,74.3,430
DBT,brackish,sterile_control,1,97,2015-10-23,NA,430
DBT,brackish,sterile_control,2,97,2015-10-23,NA,430
DBT,brackish,sterile_control,3,97,2015-10-23,NA,430
DBT,brackish,treatment,1,77,2015-10-23,131.6,430
DBT,brackish,treatment,2,77,2015-10-23,134.2,430
DBT,brackish,treatment,3,77,2015-10-23,124.9,430
DBT,fresh,sterile_control,1,97,2015-10-23,NA,430
DBT,fresh,sterile_control,2,97,2015-10-23,NA,430
DBT,fresh,sterile_control,3,97,2015-10-23,NA,430
DBT,fresh,treatment,1,77,2015-10-23,NA,430
DBT,fresh,treatment,2,77,2015-10-23,23.1,430
DBT,fresh,treatment,3,77,2015-10-23,79.1,430
DBT,saline,sterile_control,1,97,2015-10-23,NA,430
DBT,saline,sterile_control,2,97,2015-10-23,NA,430
DBT,saline,sterile_control,3,97,2015-10-23,NA,430
DBT,saline,treatment,1,77,2015-10-23,5.1,430
DBT,saline,treatment,2,77,2015-10-23,11,430
DBT,saline,treatment,3,77,2015-10-23,9.1,430
medium_only,brackish,medium_only_control,1,100,2015-10-23,NA,430
medium_only,brackish,medium_only_control,2,100,2015-10-23,NA,430
medium_only,brackish,medium_only_control,3,100,2015-10-23,NA,430
medium_only,fresh,medium_only_control,1,100,2015-10-23,NA,430
medium_only,fresh,medium_only_control,2,100,2015-10-23,NA,430
medium_only,fresh,medium_only_control,3,100,2015-10-23,NA,430
medium_only,saline,medium_only_control,1,100,2015-10-23,NA,430
medium_only,saline,medium_only_control,2,100,2015-10-23,NA,430
