compound,salinity,group,replicate,headspace_mL,date,umoles,day
26-diMN,brackish,treatment,3,77,2016-09-27,30.2,770
26-diMN,fresh,sterile_control,1,97,2016-09-27,NA,770
26-diMN,fresh,sterile_control,2,97,2016-09-27,NA,770
26-diMN,fresh,sterile_control,3,97,2016-09-27,NA,770
26-diMN,fresh,treatment,1,77,2016-09-27,90.9,770
26-diMN,fresh,treatment,2,77,2016-09-27,90.9,770
26-diMN,fresh,treatment,3,77,2016-09-27,18.5,770
26-diMN,saline,sterile_control,1,97,2016-09-27,NA,770
26-diMN,saline,sterile_control,2,97,2016-09-27,NA,770
26-diMN,saline,sterile_control,3,97,2016-09-27,NA,770
26-diMN,saline,treatment,1,77,2016-09-27,224.7,770
26-diMN,saline,treatment,2,77,2016-09-27,213.8,770
26-diMN,saline,treatment,3,77,2016-09-27,239.9,770
DBT,brackish,sterile_control,1,97,2016-09-27,NA,770
DBT,brackish,sterile_control,2,97,2016-09-27,NA,770
DBT,brackish,sterile_control,3,97,2016-09-27,NA,770
DBT,brackish,treatment,1,77,2016-09-27,92.1,770
DBT,brackish,treatment,2,77,2016-09-27,13.3,770
DBT,brackish,treatment,3,77,2016-09-27,59.3,770
DBT,fresh,sterile_control,1,97,2016-09-27,NA,770
DBT,fresh,sterile_control,2,97,2016-09-27,NA,770
DBT,fresh,sterile_control,3,97,2016-09-27,NA,770
DBT,fresh,treatment,1,77,2016-09-27,NA,770
DBT,fresh,treatment,2,77,2016-09-27,21.2,770
DBT,fresh,treatment,3,77,2016-09-27,13.3,770
DBT,saline,sterile_control,1,97,2016-09-27,NA,770
DBT,saline,sterile_control,2,97,2016-09-27,NA,770
DBT,saline,sterile_control,3,97,2016-09-27,NA,770
DBT,saline,treatment,1,77,2016-09-27,2.1,770
DBT,saline,treatment,2,77,2016-09-27,19.7,770
DBT,saline,treatment,3,77,2016-09-27,10.2,770
medium_only,brackish,medium_only_control,1,100,2016-09-27,NA,770
medium_only,brackish,medium_only_control,2,100,2016-09-27,NA,770
medium_only,brackish,medium_only_control,3,100,2016-09-27,NA,770
medium_only,fresh,medium_only_control,1,100,2016-09-27,NA,770
medium_only,fresh,medium_only_control,2,100,2016-09-27,NA,770
medium_only,fresh,medium_only_control,3,100,2016-09-27,NA,770
medium_only,saline,medium_only_control,1,100,2016-09-27,NA,770
medium_only,saline,medium_only_control,2,100,2016-09-27,NA,770
medium_only,saline,medium_only_control,3,100,2016-09-27,NA,770
none,brackish,unamended_control,1,77,2016-09-27,53.7,770
none,brackish,unamended_control,2,77,2016-09-27,59.9,770
none,brackish,unamended_control,3,77,2016-09-27,52.8,770
none,fresh,unamended_control,1,77,2016-09-27,55.7,770
none,fresh,unamended_control,2,77,2016-09-27,NA,770
none,fresh,unamended_control,3,77,2016-09-27,283.7,770
none,saline,unamended_control,1,77,2016-09-27,12,770
none,saline,unamended_control,2,77,2016-09-27,114.4,770
none,saline,unamended_control,3,77,2016-09-27,37.8,770
PHEN,brackish,sterile_control,1,97,2016-09-27,NA,770
PHEN,brackish,sterile_control,2,97,2016-09-27,NA,770
PHEN,brackish,sterile_control,3,97,2016-09-27,NA,770
PHEN,brackish,treatment,1,77,2016-09-27,220.9,770
PHEN,brackish,treatment,2,77,2016-09-27,238.6,770
PHEN,brackish,treatment,3,77,2016-09-27,257.4,770
PHEN,fresh,sterile_control,1,97,2016-09-27,NA,770
PHEN,fresh,sterile_control,2,97,2016-09-27,NA,770
PHEN,fresh,sterile_control,3,97,2016-09-27,NA,770
PHEN,fresh,treatment,1,77,2016-09-27,10.5,770
PHEN,fresh,treatment,2,77,2016-09-27,186.5,770
PHEN,fresh,treatment,3,77,2016-09-27,NA,770
PHEN,saline,sterile_control,1,97,2016-09-27,NA,770
PHEN,saline,sterile_control,2,97,2016-09-27,NA,770
PHEN,saline,sterile_control,3,97,2016-09-27,NA,770
PHEN,saline,treatment,1,77,2016-09-27,89.4,770
PHEN,saline,treatment,2,77,2016-09-27,7,770
PHEN,saline,treatment,3,77,2016-09-27,137.8,770
26-diMN,brackish,sterile_control,1,97,2017-01-31,NA,896
26-diMN,brackish,sterile_control,2,97,2017-01-31,NA,896
26-diMN,brackish,sterile_control,3,97,2017-01-31,NA,896
26-diMN,brackish,treatment,1,77,2017-01-31,242.3,896
26-diMN,brackish,treatment,2,77,2017-01-31,225.4,896
26-diMN,brackish,treatment,3,77,2017-01-31,50,896
26-diMN,fresh,sterile_control,1,97,2017-01-31,NA,896
26-diMN,fresh,sterile_control,2,97,2017-01-31,NA,896
26-diMN,fresh,sterile_control,3,97,2017-01-31,NA,896
26-diMN,fresh,treatment,1,77,2017-01-31,83.7,896
26-diMN,fresh,treatment,2,77,2017-01-31,87.1,896
26-diMN,fresh,treatment,3,77,2017-01-31,NA,896
26-diMN,saline,sterile_control,1,97,2017-01-31,NA,896
26-diMN,saline,sterile_control,2,97,2017-01-31,NA,896
26-diMN,saline,sterile_control,3,97,2017-01-31,NA,896
26-diMN,saline,treatment,1,77,2017-01-31,225.5,896
26-diMN,saline,treatment,2,77,2017-01-31,176.3,896
26-diMN,saline,treatment,3,77,2017-01-31,223.1,896
DBT,brackish,sterile_control,1,97,2017-01-31,NA,896
DBT,brackish,sterile_control,2,97,2017-01-31,NA,896
DBT,brackish,sterile_control,3,97,2017-01-31,NA,896
DBT,brackish,treatment,1,77,2017-01-31,131.7,896
DBT,brackish,treatment,2,77,2017-01-31,113.7,896
DBT,brackish,treatment,3,77,2017-01-31,93,896
DBT,fresh,sterile_control,1,97,2017-01-31,NA,896
DBT,fresh,sterile_control,2,97,2017-01-31,NA,896
DBT,fresh,sterile_control,3,97,2017-01-31,NA,896
DBT,fresh,treatment,1,77,2017-01-31,NA,896
DBT,fresh,treatment,2,77,2017-01-31,24.1,896
DBT,fresh,treatment,3,77,2017-01-31,104.1,896
DBT,saline,sterile_control,1,97,2017-01-31,NA,896
DBT,saline,sterile_control,2,97,2017-01-31,NA,896
DBT,saline,sterile_control,3,97,2017-01-31,NA,896
DBT,saline,treatment,1,77,2017-01-31,11.2,896
DBT,saline,treatment,2,77,2017-01-31,22.7,896
DBT,saline,treatment,3,77,2017-01-31,20,896
medium_only,brackish,medium_only_control,1,100,2017-01-31,NA,896
medium_only,brackish,medium_only_control,2,100,2017-01-31,NA,896
medium_only,brackish,medium_only_control,3,100,2017-01-31,NA,896
medium_only,fresh,medium_only_control,1,100,2017-01-31,NA,896
medium_only,fresh,medium_only_control,2,100,2017-01-31,NA,896
medium_only,fresh,medium_only_control,3,100,2017-01-31,NA,896
medium_only,saline,medium_only_control,1,100,2017-01-31,NA,896
medium_only,saline,medium_only_control,2,100,2017-01-31,NA,896
medium_only,saline,medium_only_control,3,100,2017-01-31,NA,896
none,brackish,unamended_control,1,77,2017-01-31,56.8,896
none,brackish,unamended_control,2,77,2017-01-31,52.4,896
none,brackish,unamended_control,3,77,2017-01-31,55.2,896
none,fresh,unamended_control,1,77,2017-01-31,136.9,896
none,fresh,unamended_control,2,77,2017-01-31,NA,896
none,fresh,unamended_control,3,77,2017-01-31,259.9,896
none,saline,unamended_control,1,77,2017-01-31,19.8,896
none,saline,unamended_control,2,77,2017-01-31,156.4,896
none,saline,unamended_control,3,77,2017-01-31,43.3,896
PHEN,brackish,sterile_control,1,97,2017-01-31,NA,896
PHEN,brackish,sterile_control,2,97,2017-01-31,NA,896
PHEN,brackish,sterile_control,3,97,2017-01-31,NA,896
PHEN,brackish,treatment,1,77,2017-01-31,227.6,896
PHEN,brackish,treatment,2,77,2017-01-31,239.1,896
PHEN,brackish,treatment,3,77,2017-01-31,240.4,896
PHEN,fresh,sterile_control,1,97,2017-01-31,NA,896
PHEN,fresh,sterile_control,2,97,2017-01-31,NA,896
PHEN,fresh,sterile_control,3,97,2017-01-31,NA,896
PHEN,fresh,treatment,1,77,2017-01-31,21.8,896
PHEN,fresh,treatment,2,77,2017-01-31,208.9,896
PHEN,fresh,treatment,3,77,2017-01-31,33.3,896
PHEN,saline,sterile_control,1,97,2017-01-31,NA,896
PHEN,saline,sterile_control,2,97,2017-01-31,NA,896
PHEN,saline,sterile_control,3,97,2017-01-31,NA,896
PHEN,saline,treatment,1,77,2017-01-31,96.5,896
PHEN,saline,treatment,2,77,2017-01-31,14.9,896
PHEN,saline,treatment,3,77,2017-01-31,150,896
26-diMN,brackish,sterile_control,1,97,2017-06-12,NA,1028
26-diMN,brackish,sterile_control,2,97,2017-06-12,NA,1028
26-diMN,brackish,sterile_control,3,97,2017-06-12,NA,1028
26-diMN,brackish,treatment,1,77,2017-06-12,290.2,1028
26-diMN,brackish,treatment,2,77,2017-06-12,168.6,1028
26-diMN,brackish,treatment,3,77,2017-06-12,57.2,1028
26-diMN,fresh,sterile_control,1,97,2017-06-12,NA,1028
26-diMN,fresh,sterile_control,2,97,2017-06-12,NA,1028
26-diMN,fresh,sterile_control,3,97,2017-06-12,NA,1028
26-diMN,fresh,treatment,1,77,2017-06-12,91.1,1028
26-diMN,fresh,treatment,2,77,2017-06-12,103.5,1028
26-diMN,fresh,treatment,3,77,2017-06-12,NA,1028
26-diMN,saline,sterile_control,1,97,2017-06-12,NA,1028
26-diMN,saline,sterile_control,2,97,2017-06-12,NA,1028
26-diMN,saline,sterile_control,3,97,2017-06-12,NA,1028
26-diMN,saline,treatment,1,77,2017-06-12,261.1,1028
26-diMN,saline,treatment,2,77,2017-06-12,207.7,1028
26-diMN,saline,treatment,3,77,2017-06-12,272.3,1028
DBT,brackish,sterile_control,1,97,2017-06-12,NA,1028
DBT,brackish,sterile_control,2,97,2017-06-12,NA,1028
DBT,brackish,sterile_control,3,97,2017-06-12,NA,1028
DBT,brackish,treatment,1,77,2017-06-12,162,1028
DBT,brackish,treatment,2,77,2017-06-12,139.5,1028
DBT,brackish,treatment,3,77,2017-06-12,133.2,1028
DBT,fresh,sterile_control,1,97,2017-06-12,NA,1028
DBT,fresh,sterile_control,2,97,2017-06-12,NA,1028
DBT,fresh,sterile_control,3,97,2017-06-12,NA,1028
DBT,fresh,treatment,1,77,2017-06-12,NA,1028
DBT,fresh,treatment,2,77,2017-06-12,25.6,1028
DBT,fresh,treatment,3,77,2017-06-12,114.4,1028
DBT,saline,sterile_control,1,97,2017-06-12,NA,1028
DBT,saline,sterile_control,2,97,2017-06-12,NA,1028
DBT,saline,sterile_control,3,97,2017-06-12,NA,1028
DBT,saline,treatment,1,77,2017-06-12,12.2,1028
DBT,saline,treatment,2,77,2017-06-12,27.7,1028
DBT,saline,treatment,3,77,2017-06-12,22.4,1028
medium_only,brackish,medium_only_control,1,100,2017-06-12,NA,1028
medium_only,brackish,medium_only_control,2,100,2017-06-12,NA,1028
medium_only,brackish,medium_only_control,3,100,2017-06-12,NA,1028
medium_only,fresh,medium_only_control,1,100,2017-06-12,NA,1028
medium_only,fresh,medium_only_control,2,100,2017-06-12,NA,1028
medium_only,fresh,medium_only_control,3,100,2017-06-12,NA,1028
medium_only,saline,medium_only_control,1,100,2017-06-12,NA,1028
medium_only,saline,medium_only_control,2,100,2017-06-12,NA,1028
medium_only,saline,medium_only_control,3,100,2017-06-12,NA,1028
none,brackish,unamended_control,1,77,2017-06-12,64.5,1028
none,brackish,unamended_control,2,77,2017-06-12,58.9,1028
none,brackish,unamended_control,3,77,2017-06-12,64.2,1028
none,fresh,unamended_control,1,77,2017-06-12,165.9,1028
none,fresh,unamended_control,2,77,2017-06-12,NA,1028
none,fresh,unamended_control,3,77,2017-06-12,289.6,1028
none,saline,unamended_control,1,77,2017-06-12,27.3,1028
none,saline,unamended_control,2,77,2017-06-12,156.8,1028
none,saline,unamended_control,3,77,2017-06-12,52.4,1028
PHEN,brackish,sterile_control,1,97,2017-06-12,NA,1028
PHEN,brackish,sterile_control,2,97,2017-06-12,NA,1028
PHEN,brackish,sterile_control,3,97,2017-06-12,NA,1028
PHEN,brackish,treatment,1,77,2017-06-12,29.9,1028
PHEN,brackish,treatment,2,77,2017-06-12,264.4,1028
PHEN,brackish,treatment,3,77,2017-06-12,280.4,1028
PHEN,fresh,sterile_control,1,97,2017-06-12,NA,1028
PHEN,fresh,sterile_control,2,97,2017-06-12,NA,1028
PHEN,fresh,sterile_control,3,97,2017-06-12,NA,1028
PHEN,fresh,treatment,1,77,2017-06-12,23.4,1028
PHEN,fresh,treatment,2,77,2017-06-12,236.8,1028
PHEN,fresh,treatment,3,77,2017-06-12,41.4,1028
PHEN,saline,sterile_control,1,97,2017-06-12,NA,1028
PHEN,saline,sterile_control,2,97,2017-06-12,NA,1028
PHEN,saline,sterile_control,3,97,2017-06-12,NA,1028
PHEN,saline,treatment,1,77,2017-06-12,125.9,1028
PHEN,saline,treatment,2,77,2017-06-12,16.3,1028
PHEN,saline,treatment,3,77,2017-06-12,176.9,1028
26-diMN,brackish,sterile_control,1,97,2017-08-22,NA,1099
26-diMN,brackish,sterile_control,2,97,2017-08-22,NA,1099
26-diMN,brackish,sterile_control,3,97,2017-08-22,NA,1099
26-diMN,brackish,treatment,1,77,2017-08-22,296.9,1099
26-diMN,brackish,treatment,2,77,2017-08-22,283.7,1099
26-diMN,brackish,treatment,3,77,2017-08-22,55.8,1099
26-diMN,fresh,sterile_control,1,97,2017-08-22,NA,1099
26-diMN,fresh,sterile_control,2,97,2017-08-22,NA,1099
26-diMN,fresh,sterile_control,3,97,2017-08-22,NA,1099
26-diMN,fresh,treatment,1,77,2017-08-22,NA,1099
26-diMN,fresh,treatment,2,77,2017-08-22,91,1099
26-diMN,fresh,treatment,3,77,2017-08-22,100.4,1099
26-diMN,saline,sterile_control,1,97,2017-08-22,NA,1099
26-diMN,saline,sterile_control,2,97,2017-08-22,NA,1099
26-diMN,saline,sterile_control,3,97,2017-08-22,NA,1099
26-diMN,saline,treatment,1,77,2017-08-22,251.6,1099
26-diMN,saline,treatment,2,77,2017-08-22,221.8,1099
26-diMN,saline,treatment,3,77,2017-08-22,275.8,1099
DBT,brackish,sterile_control,1,97,2017-08-22,NA,1099
DBT,brackish,sterile_control,2,97,2017-08-22,NA,1099
DBT,brackish,sterile_control,3,97,2017-08-22,NA,1099
DBT,brackish,treatment,1,77,2017-08-22,171.4,1099
DBT,brackish,treatment,2,77,2017-08-22,158,1099
DBT,brackish,treatment,3,77,2017-08-22,144.7,1099
DBT,fresh,sterile_control,1,97,2017-08-22,NA,1099
DBT,fresh,sterile_control,2,97,2017-08-22,NA,1099
DBT,fresh,sterile_control,3,97,2017-08-22,NA,1099
DBT,fresh,treatment,1,77,2017-08-22,NA,1099
DBT,fresh,treatment,2,77,2017-08-22,23.3,1099
DBT,fresh,treatment,3,77,2017-08-22,123.1,1099
DBT,saline,sterile_control,1,97,2017-08-22,NA,1099
DBT,saline,sterile_control,2,97,2017-08-22,NA,1099
DBT,saline,sterile_control,3,97,2017-08-22,NA,1099
DBT,saline,treatment,1,77,2017-08-22,9.7,1099
DBT,saline,treatment,2,77,2017-08-22,26.6,1099
DBT,saline,treatment,3,77,2017-08-22,17.5,1099
medium_only,brackish,medium_only_control,1,100,2017-08-22,NA,1099
medium_only,brackish,medium_only_control,2,100,2017-08-22,NA,1099
medium_only,brackish,medium_only_control,3,100,2017-08-22,NA,1099
medium_only,fresh,medium_only_control,1,100,2017-08-22,NA,1099
medium_only,fresh,medium_only_control,2,100,2017-08-22,NA,1099
medium_only,fresh,medium_only_control,3,100,2017-08-22,NA,1099
medium_only,saline,medium_only_control,1,100,2017-08-22,NA,1099
medium_only,saline,medium_only_control,2,100,2017-08-22,NA,1099
medium_only,saline,medium_only_control,3,100,2017-08-22,NA,1099
none,brackish,unamended_control,1,77,2017-08-22,70.8,1099
none,brackish,unamended_control,2,77,2017-08-22,57.6,1099
none,brackish,unamended_control,3,77,2017-08-22,62.9,1099
none,fresh,unamended_control,1,77,2017-08-22,176,1099
none,fresh,unamended_control,2,77,2017-08-22,NA,1099
none,fresh,unamended_control,3,77,2017-08-22,300.5,1099
none,saline,unamended_control,1,77,2017-08-22,28.6,1099
none,saline,unamended_control,2,77,2017-08-22,182.5,1099
none,saline,unamended_control,3,77,2017-08-22,73.1,1099
PHEN,brackish,sterile_control,1,97,2017-08-22,NA,1099
PHEN,brackish,sterile_control,2,97,2017-08-22,NA,1099
PHEN,brackish,sterile_control,3,97,2017-08-22,NA,1099
PHEN,brackish,treatment,1,77,2017-08-22,256,1099
PHEN,brackish,treatment,2,77,2017-08-22,287.6,1099
PHEN,brackish,treatment,3,77,2017-08-22,294.5,1099
PHEN,fresh,sterile_control,1,97,2017-08-22,NA,1099
PHEN,fresh,sterile_control,2,97,2017-08-22,NA,1099
PHEN,fresh,sterile_control,3,97,2017-08-22,NA,1099
PHEN,fresh,treatment,1,77,2017-08-22,20.8,1099
PHEN,fresh,treatment,2,77,2017-08-22,257.8,1099
PHEN,fresh,treatment,3,77,2017-08-22,40.9,1099
PHEN,saline,sterile_control,1,97,2017-08-22,NA,1099
PHEN,saline,sterile_control,2,97,2017-08-22,NA,1099
PHEN,saline,sterile_control,3,97,2017-08-22,NA,1099
PHEN,saline,treatment,1,77,2017-08-22,137.1,1099
PHEN,saline,treatment,2,77,2017-08-22,14.4,1099
PHEN,saline,treatment,3,77,2017-08-22,191.6,1099
26-diMN,brackish,sterile_control,1,97,2018-05-03,NA,1353
26-diMN,brackish,sterile_control,2,97,2018-05-03,NA,1353
26-diMN,brackish,sterile_control,3,97,2018-05-03,NA,1353
26-diMN,brackish,treatment,1,77,2018-05-03,316,1353
26-diMN,brackish,treatment,2,77,2018-05-03,289.3,1353
26-diMN,brackish,treatment,3,77,2018-05-03,NA,1353
26-diMN,fresh,sterile_control,1,97,2018-05-03,NA,1353
26-diMN,fresh,sterile_control,2,97,2018-05-03,NA,1353
26-diMN,fresh,sterile_control,3,97,2018-05-03,NA,1353
26-diMN,fresh,treatment,1,77,2018-05-03,91.9,1353
26-diMN,fresh,treatment,2,77,2018-05-03,121.5,1353
26-diMN,fresh,treatment,3,77,2018-05-03,NA,1353
26-diMN,saline,sterile_control,1,97,2018-05-03,NA,1353
26-diMN,saline,sterile_control,2,97,2018-05-03,NA,1353
26-diMN,saline,sterile_control,3,97,2018-05-03,NA,1353
26-diMN,saline,treatment,1,77,2018-05-03,260.7,1353
26-diMN,saline,treatment,2,77,2018-05-03,221.7,1353
26-diMN,saline,treatment,3,77,2018-05-03,286.9,1353
DBT,brackish,sterile_control,1,97,2018-05-03,NA,1353
DBT,brackish,sterile_control,2,97,2018-05-03,NA,1353
DBT,brackish,sterile_control,3,97,2018-05-03,NA,1353
DBT,brackish,treatment,1,77,2018-05-03,210.8,1353
DBT,brackish,treatment,2,77,2018-05-03,191.2,1353
DBT,brackish,treatment,3,77,2018-05-03,191,1353
DBT,fresh,sterile_control,1,97,2018-05-03,NA,1353
DBT,fresh,sterile_control,2,97,2018-05-03,NA,1353
DBT,fresh,sterile_control,3,97,2018-05-03,NA,1353
DBT,fresh,treatment,1,77,2018-05-03,NA,1353
DBT,fresh,treatment,2,77,2018-05-03,27.7,1353
DBT,fresh,treatment,3,77,2018-05-03,131.3,1353
DBT,saline,sterile_control,1,97,2018-05-03,NA,1353
DBT,saline,sterile_control,2,97,2018-05-03,NA,1353
DBT,saline,sterile_control,3,97,2018-05-03,NA,1353
DBT,saline,treatment,1,77,2018-05-03,35.3,1353
DBT,saline,treatment,2,77,2018-05-03,35.2,1353
DBT,saline,treatment,3,77,2018-05-03,36.1,1353
medium_only,brackish,medium_only_control,1,100,2018-05-03,NA,1353
medium_only,brackish,medium_only_control,2,100,2018-05-03,NA,1353
medium_only,brackish,medium_only_control,3,100,2018-05-03,NA,1353
medium_only,fresh,medium_only_control,1,100,2018-05-03,NA,1353
medium_only,fresh,medium_only_control,2,100,2018-05-03,NA,1353
medium_only,fresh,medium_only_control,3,100,2018-05-03,NA,1353
medium_only,saline,medium_only_control,1,100,2018-05-03,NA,1353
medium_only,saline,medium_only_control,2,100,2018-05-03,NA,1353
medium_only,saline,medium_only_control,3,100,2018-05-03,NA,1353
none,brackish,unamended_control,1,77,2018-05-03,82.9,1353
none,brackish,unamended_control,2,77,2018-05-03,66.9,1353
none,brackish,unamended_control,3,77,2018-05-03,35.3,1353
none,fresh,unamended_control,1,77,2018-05-03,223.8,1353
none,fresh,unamended_control,2,77,2018-05-03,NA,1353
none,fresh,unamended_control,3,77,2018-05-03,356.8,1353
none,saline,unamended_control,1,77,2018-05-03,52.4,1353
none,saline,unamended_control,2,77,2018-05-03,199.7,1353
none,saline,unamended_control,3,77,2018-05-03,105.7,1353
PHEN,brackish,sterile_control,1,97,2018-05-03,NA,1353
PHEN,brackish,sterile_control,2,97,2018-05-03,NA,1353
PHEN,brackish,sterile_control,3,97,2018-05-03,NA,1353
PHEN,brackish,treatment,1,77,2018-05-03,299.8,1353
PHEN,brackish,treatment,2,77,2018-05-03,284.7,1353
PHEN,brackish,treatment,3,77,2018-05-03,308.5,1353
PHEN,fresh,sterile_control,1,97,2018-05-03,NA,1353
PHEN,fresh,sterile_control,2,97,2018-05-03,NA,1353
PHEN,fresh,sterile_control,3,97,2018-05-03,NA,1353
PHEN,fresh,treatment,1,77,2018-05-03,25,1353
PHEN,fresh,treatment,2,77,2018-05-03,311.9,1353
PHEN,fresh,treatment,3,77,2018-05-03,57.6,1353
PHEN,saline,sterile_control,1,97,2018-05-03,NA,1353
PHEN,saline,sterile_control,2,97,2018-05-03,NA,1353
PHEN,saline,sterile_control,3,97,2018-05-03,NA,1353
PHEN,saline,treatment,1,77,2018-05-03,147.9,1353
PHEN,saline,treatment,2,77,2018-05-03,18.6,1353
PHEN,saline,treatment,3,77,2018-05-03,169.9,1353
